video,split,corpus_class,dataset_knees_forward_intervals_s,dataset_knees_inward_intervals_s,any_fault_interval,posture_v1_prob_fault,posture_v1_says_fault_at_0.525,rule_knees_forward,rule_peak_s,rule_peak_inside_labelled_interval,view,frames_dir,video_path
47977_1,train,posture_fault,"[[4.14, 5.78]]",[],yes,0.863,yes,OBSERVED,3.067,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47977_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47977_1.mp4
48054_13,train,posture_fault,"[[0.93, 2.41]]","[[1.68, 2.62]]",yes,0.349,no,OBSERVED,1.333,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48054_13,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48054_13.mp4
48141_1,train,posture_fault,"[[3.32, 5.4]]",[],yes,0.871,yes,NOT_OBSERVED,2.167,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48141_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48141_1.mp4
48144_3,train,good_form,[],[],no,0.302,no,OBSERVED,1.167,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48144_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48144_3.mp4
48148_1,train,posture_fault,"[[0.47, 2.09]]","[[1.36, 2.36]]",yes,0.718,yes,NOT_OBSERVED,0.867,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48148_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48148_1.mp4
48154_2,train,posture_fault,"[[0.91, 3.42]]",[],yes,0.841,yes,OBSERVED,1.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48154_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48154_2.mp4
48175_2,train,posture_fault,"[[0.71, 2.29]]","[[1.43, 2.68]]",yes,0.794,yes,OBSERVED,1.133,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48175_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48175_2.mp4
48176_1,train,posture_fault,"[[2.16, 5.61]]",[],yes,0.924,yes,OBSERVED,2.933,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48176_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48176_1.mp4
48183_1,train,good_form,[],[],no,0.301,no,UNCERTAIN,1.6,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48183_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48183_1.mp4
48208_3,train,posture_fault,"[[2.67, 4.12]]",[],yes,0.712,yes,OBSERVED,1.767,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48208_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48208_3.mp4
48233_1,train,good_form,[],[],no,0.016,no,OBSERVED,0.933,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48233_1.mp4
48248_1,train,posture_fault,"[[1.81, 2.83]]",[],yes,0.051,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48248_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48248_1.mp4
48250_2,train,good_form,[],[],no,0.623,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48250_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48250_2.mp4
48253_2,train,good_form,[],[],no,0.058,no,UNCERTAIN,1.8,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48253_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48253_2.mp4
48260_1,train,posture_fault,"[[1.03, 2.13]]",[],yes,0.473,no,NOT_OBSERVED,1.6,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48260_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48260_1.mp4
48261_1,train,good_form,[],[],no,0.002,no,UNCERTAIN,1.433,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48261_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48261_1.mp4
48263_10,train,posture_fault,"[[2.4, 3.68]]",[],yes,0.692,yes,OBSERVED,2.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48263_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48263_10.mp4
48293_2,train,posture_fault,"[[2.38, 4.08]]",[],yes,0.785,yes,OBSERVED,1.6,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48293_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48293_2.mp4
48297_3,train,good_form,[],[],no,0.293,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48297_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48297_3.mp4
48301_1,train,good_form,[],[],no,0.372,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48301_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48301_1.mp4
48302_2,train,posture_fault,"[[2.63, 3.51]]",[],yes,0.346,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48302_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48302_2.mp4
48311_1,train,good_form,[],[],no,0.588,yes,UNCERTAIN,2.767,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48311_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48311_1.mp4
48312_2,train,posture_fault,"[[1.06, 1.95], [3.2, 4.15]]",[],yes,0.920,yes,OBSERVED,1.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48312_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48312_2.mp4
48343_4,train,good_form,[],[],no,0.764,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48343_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48343_4.mp4
48347_1,train,posture_fault,"[[3.97, 4.87]]",[],yes,0.734,yes,OBSERVED,3.4,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48347_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48347_1.mp4
48360_2,train,good_form,[],[],no,0.112,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48360_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48360_2.mp4
48367_1,train,good_form,[],[],no,0.738,yes,OBSERVED,8.667,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48367_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48367_1.mp4
48372_1,train,good_form,[],[],no,0.216,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48372_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48372_1.mp4
48379_1,train,posture_fault,"[[1.15, 2.36]]","[[1.63, 2.68]]",yes,0.757,yes,UNCERTAIN,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48379_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48379_1.mp4
48410_4,train,good_form,[],[],no,0.605,yes,NOT_OBSERVED,2.3,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48410_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48410_4.mp4
48414_1,train,posture_fault,"[[1.39, 3.02]]",[],yes,0.564,yes,NOT_OBSERVED,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48414_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48414_1.mp4
48433_1,train,posture_fault,"[[1.94, 2.89]]",[],yes,0.805,yes,NOT_OBSERVED,1.367,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48433_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48433_1.mp4
48459_1,train,posture_fault,"[[2.58, 4.38]]",[],yes,0.660,yes,OBSERVED,1.7,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48459_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48459_1.mp4
48469_2,train,good_form,[],[],no,0.769,yes,OBSERVED,1.3,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48469_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48469_2.mp4
48483_2,train,posture_fault,"[[3.39, 11.62]]",[],yes,0.828,yes,OBSERVED,9.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48483_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48483_2.mp4
48484_7,train,posture_fault,"[[2.18, 2.84]]",[],yes,0.544,yes,UNCERTAIN,1.267,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48484_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48484_7.mp4
48493_2,train,good_form,[],[],no,0.163,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48493_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48493_2.mp4
48503_2,train,posture_fault,"[[5.97, 7.36]]","[[5.55, 7.43]]",yes,0.756,yes,NOT_OBSERVED,5.267,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48503_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48503_2.mp4
48514_2,train,good_form,[],[],no,0.540,yes,OBSERVED,2.4,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48514_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48514_2.mp4
48517_1,train,posture_fault,"[[2.66, 3.46]]",[],yes,0.769,yes,NOT_OBSERVED,1.5,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48517_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48517_1.mp4
48524_7,train,good_form,[],[],no,0.701,yes,UNCERTAIN,,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48524_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48524_7.mp4
48547_6,train,good_form,[],[],no,0.353,no,UNCERTAIN,0.967,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48547_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48547_6.mp4
48548_2,train,good_form,[],[],no,0.253,no,UNCERTAIN,1.033,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48548_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48548_2.mp4
48573_1,train,posture_fault,"[[5.67, 7.83]]",[],yes,0.717,yes,OBSERVED,6.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48573_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48573_1.mp4
48593_4,train,good_form,[],[],no,0.375,no,UNCERTAIN,1.3,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48593_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48593_4.mp4
48601_3,train,posture_fault,"[[3.19, 5.25]]",[],yes,0.767,yes,UNCERTAIN,1.833,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48601_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48601_3.mp4
48624_1,train,posture_fault,"[[3.28, 4.36]]",[],yes,0.606,yes,NOT_OBSERVED,3.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48624_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48624_1.mp4
48635_1,train,good_form,[],[],no,0.101,no,OBSERVED,1.2,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48635_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48635_1.mp4
48639_2,train,posture_fault,"[[4.53, 5.47]]",[],yes,0.851,yes,OBSERVED,3.567,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48639_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48639_2.mp4
48646_1,train,posture_fault,"[[5.44, 6.12]]",[],yes,0.701,yes,UNCERTAIN,4.267,no,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48646_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48646_1.mp4
48654_1,train,posture_fault,"[[1.2, 2.89]]",[],yes,0.474,no,OBSERVED,2.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48654_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48654_1.mp4
48658_1,train,good_form,[],[],no,0.477,no,OBSERVED,1.433,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48658_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48658_1.mp4
48659_2,train,good_form,[],[],no,0.003,no,NOT_OBSERVED,1.367,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48659_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48659_2.mp4
48676_4,train,good_form,[],[],no,0.142,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48676_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48676_4.mp4
48681_7,train,good_form,[],[],no,0.211,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48681_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48681_7.mp4
48683_1,train,posture_fault,"[[2.17, 3.21]]",[],yes,0.901,yes,OBSERVED,1.267,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48683_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48683_1.mp4
48687_3,train,posture_fault,"[[1.49, 3.53]]",[],yes,0.635,yes,NOT_OBSERVED,2.1,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48687_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48687_3.mp4
48713_1,train,good_form,[],[],no,0.126,no,UNCERTAIN,2.167,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48713_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48713_1.mp4
48718_4,train,posture_fault,"[[3.63, 4.96]]",[],yes,0.749,yes,NOT_OBSERVED,2.2,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48718_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48718_4.mp4
48728_4,train,good_form,[],[],no,0.801,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48728_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48728_4.mp4
48744_1,train,good_form,[],[],no,0.391,no,NOT_OBSERVED,1.533,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48744_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48744_1.mp4
48762_1,train,posture_fault,"[[2.52, 3.94]]",[],yes,0.880,yes,OBSERVED,1.633,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48762_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48762_1.mp4
48763_3,train,posture_fault,"[[0.92, 1.77]]","[[1.36, 2.09]]",yes,0.506,no,NOT_OBSERVED,1.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48763_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48763_3.mp4
48769_2,train,posture_fault,"[[2.12, 2.9]]",[],yes,0.459,no,NOT_OBSERVED,1.2,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48769_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48769_2.mp4
48783_3,train,good_form,[],[],no,0.518,no,UNCERTAIN,1.267,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48783_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48783_3.mp4
48786_3,train,posture_fault,"[[1.47, 3.56]]","[[2.25, 3.26]]",yes,0.054,no,UNCERTAIN,1.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48786_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48786_3.mp4
48802_1,train,posture_fault,"[[2.32, 3.29]]",[],yes,0.776,yes,OBSERVED,1.5,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48802_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48802_1.mp4
48817_5,train,good_form,[],[],no,0.724,yes,OBSERVED,0.9,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48817_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48817_5.mp4
48826_1,train,posture_fault,"[[1.78, 3.56]]","[[3.07, 4.85]]",yes,0.778,yes,NOT_OBSERVED,2.733,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48826_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48826_1.mp4
48840_5,train,good_form,[],[],no,0.289,no,OBSERVED,1.3,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48840_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48840_5.mp4
48842_6,train,posture_fault,"[[3.78, 4.55]]",[],yes,0.477,no,OBSERVED,2.633,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48842_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48842_6.mp4
48844_1,train,posture_fault,"[[4.91, 6.59]]",[],yes,0.898,yes,OBSERVED,3.533,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48844_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48844_1.mp4
48851_1,train,posture_fault,"[[1.28, 3.63]]",[],yes,0.863,yes,NOT_OBSERVED,1.733,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48851_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48851_1.mp4
48852_1,train,good_form,[],[],no,0.779,yes,OBSERVED,0.9,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48852_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48852_1.mp4
48859_3,train,posture_fault,"[[10.08, 11.23]]",[],yes,0.474,no,OBSERVED,9.433,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48859_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48859_3.mp4
48867_2,train,good_form,[],[],no,0.057,no,OBSERVED,1.867,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48867_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48867_2.mp4
48890_1,train,posture_fault,"[[2.21, 3.73]]",[],yes,0.827,yes,UNCERTAIN,1.1,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48890_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48890_1.mp4
48952_2,train,good_form,[],[],no,0.208,no,NOT_OBSERVED,1.367,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48952_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48952_2.mp4
48986_4,train,posture_fault,"[[2.09, 3.01]]",[],yes,0.276,no,NOT_OBSERVED,1.7,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48986_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48986_4.mp4
48992_1,train,good_form,[],[],no,0.527,yes,UNCERTAIN,1.2,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48992_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48992_1.mp4
48993_1,train,posture_fault,"[[1.49, 2.86]]",[],yes,0.417,no,OBSERVED,1.8,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48993_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48993_1.mp4
49001_5,train,good_form,[],[],no,0.505,no,OBSERVED,0.967,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49001_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49001_5.mp4
49006_2,train,posture_fault,"[[2.18, 2.96]]",[],yes,0.728,yes,OBSERVED,1.133,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49006_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49006_2.mp4
49045_2,train,posture_fault,"[[1.74, 3.84]]","[[1.22, 2.76]]",yes,0.879,yes,OBSERVED,0.967,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49045_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49045_2.mp4
49067_9,train,good_form,[],[],no,0.184,no,UNCERTAIN,0.767,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49067_9,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49067_9.mp4
49070_2,train,posture_fault,"[[1.62, 3.8]]",[],yes,0.771,yes,OBSERVED,1.667,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49070_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49070_2.mp4
49073_1,train,posture_fault,"[[1.66, 3.03]]",[],yes,0.760,yes,OBSERVED,1.733,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49073_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49073_1.mp4
49091_1,train,posture_fault,"[[1.57, 2.56]]",[],yes,0.331,no,UNCERTAIN,1.533,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49091_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49091_1.mp4
49123_5,train,posture_fault,"[[2.05, 3.22]]",[],yes,0.795,yes,OBSERVED,1.133,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49123_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49123_5.mp4
